音標	調類	調值	
tsʰɐɔ	3	草吵炒	
tsʰɐɔ	5	躁操[曹～]造[建～，～孽：作惡(佛教用語)]燥糙	
sɐɔ	1	騷梢捎筲燒	
sɐɔ	2	韶苕	
sɐɔ	3	嫂稍掃[～地]叟少[～數]	
sɐɔ	5	掃[～把]臊[～子]潲[～水]少[～年]紹邵	
zɐɔ	2	饒撓	
zɐɔ	3	繞擾咬=[～牙切齒]	
kɐɔ	1	高膏羔糕膠-篙跤-	
kɐɔ	3	搞稿犒	
kɐɔ	5	告教-[～書]覺[睡～]窖	
kʰɐɔ	1	敲-	
kʰɐɔ	3	考烤	
kʰɐɔ	5	靠銬	
ŋɐɔ	1	爊[～菜]	
ŋɐɔ	2	熬鏖𠢕[～實：身體結實、硬朗]	
ŋɐɔ	3	襖咬-	
ŋɐɔ	5	傲奧懊坳拗扷[量：用手～一下看]	
xɐɔ	1	蒿薅	
xɐɔ	2	豪毫籇[農村捕魚的一種竹籠子]號[哭]	
xɐɔ	3	好[～壞]	
xɐɔ	5	浩耗號=[～令]好[喜～]孝-[～帽子，～衫]	
xɐɔ	6	號-[～子：號碼]	
piɐɔ	1	標彪膘猋熛[(火星兒、泥、水、油等)飛濺]	
piɐɔ	2	瓢嫖	
piɐɔ	3	表裱婊裱	
pʰiɐɔ	1	飄[～揚]	
pʰiɐɔ	3	漂[～白]瞟	
pʰiɐɔ	5	票漂[～亮]飄[雨斜飛：～雨]	
miɐɔ	1	喵[象聲詞，貓叫聲]貓-	
miɐɔ	2	苗描	
miɐɔ	3	秒渺藐	
miɐɔ	5	妙謬廟=	
miɐɔ	6	廟-	
tiɐɔ	1	刁貂雕□[選：～些好的做種]	
tiɐɔ	2	條調[～和]笤[～刷椏子：用來驅趕雞鴨豬牛或打小孩的竹枝]	
tiɐɔ	3	鳥-	
tiɐɔ	5	釣調[～動]吊掉=	
tiɐɔ	6	掉-	
tʰiɐɔ	1	挑	
tʰiɐɔ	3	斢[調換]	
tʰiɐɔ	5	跳糶	
liɐɔ	1	蹘[蹺：～起二郎腿]摷[踢：～他一腳]	
liɐɔ	2	撩燎遼療寥聊	
liɐɔ	3	了[～結]瞭[明～]	
liɐɔ	5	廖料=	
liɐɔ	6	料-撂[丟，扔：～咖書包就跑]	
tɕiɐɔ	1	焦椒驕嬌矯交郊鉸澆膠=茭[～瓜]	
tɕiɐɔ	2	樵瞧喬橋蕎	
tɕiɐɔ	3	剿絞狡餃繳攪㽱	
tɕiɐɔ	5	醮教=校[學～]較[比～]覺=叫轎=	
tɕiɐɔ	6	噍[嚼]轎-藠[～子]交[～夥：合夥]撬	
tɕʰiɐɔ	1	鍬邀[～個人一起去]劁[割掉卵巢：～豬婆]繰[～幾針]敲=	
tɕʰiɐɔ	3	悄巧	
tɕʰiɐɔ	5	俏鞘竅翹	
ɕiɐɔ	1	消宵霄硝銷肖[姓氏]簫囂□[掀：把被窩一～就起來噠]	
ɕiɐɔ	2	餚淆	
ɕiɐɔ	3	小曉	
ɕiɐɔ	5	笑嘯肖[惟妙惟～]效較[～量]校[～對]孝=[～順]酵	
ȵiɐɔ	1	□[～嘴：努嘴]	
ȵiɐɔ	3	鳥=杳	
ȵiɐɔ	6	尿	
iɐɔ	1	妖腰要[～求]夭幺[～二三]邀[特～]	
iɐɔ	2	搖謠窯姚堯鐃	
iɐɔ	3	舀	
iɐɔ	5	要[重～]耀	
iɐɔ	6	鷂	
pəɯ̽	3	剖	
məɯ̽	2	謀眸	
məɯ̽	3	某畝牡	
məɯ̽	5	茂貿	
təɯ̽	1	都兜蔸	
təɯ̽	2	頭徒屠途塗圖投	
təɯ̽	3	堵賭抖陡斗[量詞]肚[～子]	
təɯ̽	5	度妬蠹鬥[～爭]逗杜=渡=鍍=踱=豆=荳	
təɯ̽	6	肚[～臍眼]杜-渡-鍍-豆-踱-在-	
təɯ̽	7	獨讀牘篤督毒	
tʰəɯ̽	1	偷	
tʰəɯ̽	3	土吐㪗[把包袱～開，再～一道水]	
tʰəɯ̽	5	兔透	
tʰəɯ̽	7	突禿腯[膩；厭煩]	
ləɯ̽	1	摟𨫒[鏽；生鏽]	
ləɯ̽	2	盧爐廬樓奴蘆鸕	
ləɯ̽	3	魯櫓簍縷摟[～～子：混(日子)；湊合；將就]虜努滷	
ləɯ̽	5	陋路=露=漏=	
ləɯ̽	6	漏-露-路-鷺	
ləɯ̽	7	鹿祿六陸戮綠錄漉	
tsəɯ̽	1	租鄒鯫[自稱懂某種技術，但做起來不行：～老倌]周舟州洲	
tsəɯ̽	2	鋤愁綢稠籌酬仇讎售[～貨]	
tsəɯ̽	3	組祖阻走肘帚	
tsəɯ̽	5	做奏紂晝宙咒	
tsəɯ̽	7	卒足竹築粥燭囑蜀祝築𡎺[塞]	
tsʰəɯ̽	1	粗初搊[～尿；把尿]抽	
tsʰəɯ̽	3	楚礎丑醜	
tsʰəɯ̽	5	醋湊助臭	
tsʰəɯ̽	7	促逐猝驟族觸束軸畜[～生]曲[～蟮子：蚯蚓]	
səɯ̽	1	蘇酥梳疏蔬搜颼餿蒐收艘	
səɯ̽	3	數[動詞]手首守艘	
səɯ̽	5	素訴數[名詞]瘦嗽漱獸售[以～其奸]受=授壽=	
səɯ̽	6	受-壽-	
səɯ̽	7	俗縮宿速肅夙續叔淑熟塾屬贖	
zəɯ̽	7	肉育辱褥獄欲浴玉-	
kəɯ̽	1	勾溝鉤鬮	
kəɯ̽	2	格[丟～：丟臉]	
kəɯ̽	3	狗苟枸	
kəɯ̽	5	夠構購彀	
kʰəɯ̽	1	摳	
kʰəɯ̽	3	口	
kʰəɯ̽	5	扣叩寇蔻	
kʰəɯ̽	7	□[小氣]	
ŋəɯ̽	1	歐謳摳毆	
ŋəɯ̽	3	藕偶嘔	
ŋəɯ̽	5	漚慪	
xəɯ̽	1	齁[～病：哮喘病]	
xəɯ̽	2	猴侯喉䞀[貪，多佔]浮=	
xəɯ̽	3	吼否	
xəɯ̽	5	后[皇～]候=後=厚=阜	
xəɯ̽	6	候-後-厚-	
tiəɯ̽	1	丟	
liəɯ̽	1	溜[～滑的]	
liəɯ̽	2	留劉流硫琉榴□[(肢體酸疼無力)]	
liəɯ̽	3	柳	
liəɯ̽	5	溜[盤詞：栽一～樹]綹[量詞：一～頭髮]溜[～刷：形容動作利索]	
liəɯ̽	6	溜[～子：漏斗；～渣：本指爐渣，後用來比喻又油又痞、不正派的人]	
tɕiəɯ̽	1	揪[～鼻子]鬏[～～辮]糾鳩	
tɕiəɯ̽	2	囚泅求球梂[量詞：一～大蒜]揪[向上抓，以獲得支持物：～住扶手]	
tɕiəɯ̽	3	酒九久韭	
tɕiəɯ̽	5	就=㲃[擰：瓶蓋要～緊]救究臼咎柩灸舅=舊=□[留；剩下：好話～得三十晚上講]	
tɕiəɯ̽	6	就-舅-舊-	
tɕʰiəɯ̽	1	秋鰍[～魚：泥鰍]丘	
tɕʰiəɯ̽	3	□[眼睛一～起：眼睛斜着]	
ɕiəɯ̽	1	修羞休	
ɕiəɯ̽	3	袖秀鏽繡宿[星～]朽□[自高自大，目中無人：～得要死]	
ɕiəɯ̽	5	嗅=	
ɕiəɯ̽	7	粟蓄[儲～]旭畜[～牧]	
tɕiəɯ̽	7	跼[歪扭不順，單車內胎冇上好，～咖噠]	
tɕʰiəɯ̽	7	曲[歌～]麯[力～：一種治療腹瀉及調理腸的塊狀成藥]蓄[～頭髮，～指甲]	
ȵiəɯ̽	2	牛	
ȵiəɯ̽	3	扭[～轉]紐	
ȵiəɯ̽	5	扭[～來～去]	
iəɯ̽	1	優憂悠幽	
iəɯ̽	2	尤由油郵遊猶柔揉	
iəɯ̽	3	有友酉	
iəɯ̽	5	幼柚誘莠祐宥鬱釉=又=右=	
iəɯ̽	6	又-右-釉-	
põ	1	搬	
põ	2	盤般	
põ	5	半伴=	
põ	6	伴-	
pʰõ	1	潘	
pʰõ	3	盤[～腳子：走路時兩腿向內盤曲的人]跛拌	
pʰõ	5	判叛	
mõ	2	饅瞞	
mõ	3	滿[～意]	
tõ	1	端	
tõ	2	團	
tõ	3	短	
tõ	5	段鍛緞斷=	
tõ	6	斷-凼[水坑；田地裏漚肥的小坑]段-塅[面積較大的平坦的地區，用於地名：田心～]	
lõ	1	臠[萎靡不振：～起～起]	
lõ	2	鸞圝[圓]	
lõ	3	暖卵	
lõ	5	亂=	
lõ	6	亂-	
tsõ	1	鑽汆	
tsõ	3	䂎[用尖的物體在另一物體上轉動，造成窟窿：牆上盡是釘子～的眼]	
tsõ	5	鑽[～石]竄篡	
tsõ	6	□[走路不穩，跌跌撞撞]	
sõ	1	酸	
sõ	5	算蒜	
kõ	1	官棺觀[參～]冠[衣～]	
kõ	2	𢑆[彎(腰)：～起個腰]	
kõ	3	管館	
kõ	5	貫灌罐觀[寺～]冠[～軍]	
kõ	7	箇[「箇樣」的合音]	
kʰõ	1	寬	
kʰõ	3	款皖	
kʰõ	5	墈[水田、池塘等的岸邊以及堤岸或山崖：田～，河～]	
kʰõ	6	□[器物口朝下放置或覆蓋別的東西；把鉢子～起放]	
xõ	1	歡	
xõ	2	桓	
xõ	3	緩	
xõ	5	喚煥渙換=幻患宦	
xõ	6	換-	
õ	2	完	
õ	3	碗腕宛婉豌-	
õ	5	玩[古～]	
tsɘ̃	1	詹瞻沾[～染]氈粘=占[～米]	
tsɘ̃	2	纏	
tsɘ̃	3	展輾	
tsɘ̃	5	佔[～據]戰顫	
tsɘ̃	6	黵[因接觸而被東西附着上：～噠一身灰]	
sɘ̃	1	□[～薄的：很薄]	
sɘ̃	2	禪蟬=	
sɘ̃	3	閃陝	
sɘ̃	5	扇搧鱔[老派翹舌，～魚]膳擅贍[～養]單[(姓氏)]善=騸[～牛的：閹牛的人]	
sɘ̃	6	善-	
piẽ	1	邊鞭編=鯿[～魚]	
piẽ	2	便[～宜]	
piẽ	3	扁匾蝙	
piẽ	5	便[方～]變辨辯	
piẽ	6	辮便[～帶：順便捎帶]	
pʰiẽ	1	篇偏編-	
pʰiẽ	3	□[蘸：～點醬油]	
pʰiẽ	5	騙片汴	
miẽ	1	□[一～～子：一點點]	
miẽ	2	棉綿眠	
miẽ	3	免勉娩緬	
miẽ	5	面=	
miẽ	6	面-	
tiẽ	1	顛癲	
tiẽ	2	田甜填	
tiẽ	3	點典	
tiẽ	5	店電奠佃殿=墊=簟=	
tiẽ	6	殿-墊-簟-	
tʰiẽ	1	天添	
tʰiẽ	3	舔覥[～靦：漂亮(多指女子)]	
tʰiẽ	5	掭	
liẽ	1	□[睡～噠：睡迷糊了]	
liẽ	2	連蓮聯憐廉鐮簾奩鰱	
liẽ	3	臉	
liẽ	5	練煉戀斂	
liẽ	6	□[～常：常常]鏈	
tɕiẽ	1	尖煎肩堅兼奸=	
tɕiẽ	2	前全泉錢潛痊撏[拔：～雞毛]鉗乾[～坤]虔	
tɕiẽ	3	剪踐檢繭鹼撿[拾：～起來]揀[～藥：抓藥]	
tɕiẽ	5	漸箭濺賤=薦僭𣚙[～栗子：一種野生的栗子]煎[～油，熬豬油]見建健鍵腱劍儉件=	
tɕiẽ	6	賤-旋-[頭頂上的旋儿]件-	
tɕʰiẽ	1	千殲簽籤箋遷纖牽謙	
tɕʰiẽ	3	淺遣歉[道～]	
ɕiẽ	1	先鮮[～花]仙宣暹軒掀喧-	
ɕiẽ	2	涎旋=鏇賢弦嫌	
ɕiẽ	3	選癬鮮[～爲人知]險顯	
ɕiẽ	5	線羨鏾[～雞：閹過的公雞；閹割雞]獻憲餡現=縣=	
ɕiẽ	6	現-縣-	
tɕʰiẽ	5	欠牽[掛～：掛念；牽掛]歉[很想得到某種東西，～喫：想喫]芡[～粉]	
ȵiẽ	1	拈研	
ȵiẽ	2	嚴閻年鮎[～魚]	
ȵiẽ	3	儼碾攆輦捏[～起拳頭]捻	
ȵiẽ	5	念=硯=諺驗	
ȵiẽ	6	釅硯-念-	
iẽ	1	煙胭淹閹醃焉	
iẽ	2	鹽炎顏=延筵言簷芫[～荽菜]	
iẽ	3	演掩眼=	
iẽ	5	燕宴焰艷厭咽	
tɕyẽ	1	專磚捐涓	
tɕyẽ	2	拳權船傳[～達]顴	
tɕyẽ	3	轉[～來：回來]捲[～尺]鬈[～發]	
tɕyẽ	5	轉[～珠蓮：紙做的風車(兒童玩具)]卷[考～]券眷絹篆倦=傳=	
tɕyẽ	6	倦-傳-	
tɕʰyẽ	1	穿川釧圈	
tɕʰyẽ	3	犬喘舛	
tɕʰyẽ	5	串勸	
ɕyẽ	1	喧=揎[用手推]	
ɕyẽ	2	玄懸眩椽蟬-	
ɕyẽ	5	楦	
yẽ	1	冤淵箢[～箕：竹篾編成的畚箕]	
yẽ	2	元原源袁緣沿鉛援丸園圓垣燃然完[～姑媽]	
yẽ	3	遠軟染	
yẽ	5	院阮怨願=	
yẽ	6	願-垸[～子：沿江、湖地帶圍繞房屋、田地等修築的堤]	
pã	1	班頒斑扳幫邦浜梆	
pã	2	旁滂傍龐	
pã	3	板版榜綁	
pã	5	絆扮謗棒磅蚌=瓣=辦=	
pã	6	辦-瓣-蚌-傍[～邊：靠近，接近]	
pʰã	1	攀胮[前加成分，表示程度相當高：～臭的]□[趕(雞)：你莫去～它]	
pʰã	3	髈[肘子]乓[～鎖：碰鎖]㩧[打，擊：～他一坨(打他一拳)]	
pʰã	5	盼胖襻[鞋～子]	
pʰã	6	□[丟：～得哪裏去噠]	
mã	1	鞔[覆蓋]蒙[繃，衣服、布等張得緊；～子：眼球表面生出的妨礙視力的白膜；酷、油等表面長的白色的黴]	
mã	2	蠻忙芒茫盲	
mã	3	晚[(俗作滿)排行最末的：～叔；最小的：～指拇]滿[(訓讀，本字晚)排行最末的：～叔；最小的：～指拇]	
mã	5	漫幔謾[～它：批評；挨批評]慢=㿸[～痂子：洗澡時從人體搓下的皮垢]	
mã	6	慢-漫[～痂子：積在皮膚上的污垢]望-[～噠爸爸的帆船，見李永明《長沙方言》]	
fã	1	番翻蕃方芳荒慌	
fã	2	凡帆煩藩繁礬樊防妨肪房還[～價]環黃=簧=皇=蝗=凰=	
fã	3	反紡仿彷恍謊	
fã	5	範販泛梵放犯=飯=𠆩[逗～子]	
fã	6	犯-飯-	
tã	1	丹單耽擔[～水桶]覘[擡(頭)：～起腦殼]當[～面]鐺	
tã	2	談痰檀壇譚潭彈[～琴]罈堂螳唐糖塘溏	
tã	3	膽擋撣[～帚子：雞毛撣子]黨	
tã	5	旦但=擔[～子]誕憚當[上～]淡=彈=[子～]蛋=	
tã	6	彈-蛋-淡-但-	
tʰã	1	貪坍灘攤湯	
tʰã	3	坦毯倘躺盪[把水放在器物裏搖動]䠀[～底：鞋墊]	
tʰã	5	探炭嘆燙摥[～子：平斗斛的木片]趟盪[～子：抹子]蕩	
tʰã	6	彈[把篾片一～得去(很快地彈一下)]	
lã	1	□[～薄的：很薄]	
lã	2	藍籃蘭攔欄婪男南難郎螂狼囊	
lã	3	覽攬欖纜朗曩懶盪[把水放在器物裏搖動清洗]	
lã	5	濫難[患～]爛浪	
lã	6	爛-浪-㫰[晾]	
tsã	1	簪髒贓[～官]張章樟	
tsã	2	蠶慚殘讒饞藏[～書]□[(馬蜂)蜇(人)]長[～短]腸場	
tsã	3	斬盞嶄攢[～勁：使勁]長[生～]漲掌	
tsã	5	贊站[～前立後]灒[濺]藏[西～]臟[心～]葬杖仗綻帳賬脹悵障丈=䋎[～被窩]	
tsã	6	站[東～]棧[鏨～子]暫撞[～木鐘：喫力不討好，自費心思]丈-	
tsʰã	1	餐參[～加]攙倉蒼瘡昌倡	
tsʰã	3	慘產鏟廠敞	
tsʰã	5	燦懺唱暢	
tsʰã	6	撞	
sã	1	三衫山訕桑喪[～事]商傷	
sã	2	常嘗裳	
sã	3	散[～票子：零錢]饊[～子：一種油炸的麵食]傘嗓磉爽賞償	
sã	5	尚上=散[分～]喪[～失]疝涮	
sã	6	上=	
zã	5	壤攘嚷釀	
zã	6	讓-	
kã	1	甘柑泔乾[～淨]肝艱間[人～]奸-缸肛岡鋼崗剛綱	
kã	2	扛	
kã	3	敢橄感趕桿稈竿減簡揀港講-擀	
kã	5	幹[～勁]間[～斷]艦鑑監尷柬諫槓虹-	
kã	6	□[翹：屁股一～起]	
kʰã	1	堪勘刊看[～守]龕嵌康糠㝩[容器沒有盛滿]	
kʰã	3	砍坎侃慷	
kʰã	5	看[～戲]抗炕	
ŋã	1	安鞍庵諳鵪骯	
ŋã	2	昂顏-嚴[～絲密縫：兩個物體結合緊密，沒有空隙]	
ŋã	3	眼-	
ŋã	5	暗按案晏雁岸=	
ŋã	6	岸-	
xã	1	酣邯鼾嫨[做事拖沓]	
xã	2	含函寒韓銜鹹[～菜]閒行[銀～]航杭	
xã	3	喊罕瞰	
xã	5	漢旱翰憾撼陷限=項巷=汗=	
xã	6	汗-巷-限-莧	
pʰiæ̃	3	㩧[打，擊：～他一它(打他一拳)]片[量詞(表示面積較大)]	
tiæ̃	1	粘[貼；緊跟]	
tiæ̃	5	釘-[投，擲]甸[(存疑)～重的：很重]丁[～鑼子：小銅鑼]□[打人，～他一餐]□[戲謔呼老人，老～～，老～坨]	
tʰiæ̃	1	□[你莫～我囉：你不要拿我開玩笑了]	
tʰiæ̃	3	挺-[凸出或挺起(胸腹)：～起個肚子]	
tʰiæ̃	5	□[象聲詞，小鑼聲]	
liæ̃	1	良糧涼梁梁量[～衣服]	
liæ̃	3	兩輛魎	
liæ̃	5	諒量[質～]亮=	
liæ̃	6	亮-	
tɕiæ̃	1	將[～軍]漿江姜薑剛[才～：剛才]	
tɕiæ̃	2	牆祥詳戕強[富～]□[～話：因未聽清楚或開玩笑而把別人的話學走了樣]	
tɕiæ̃	3	獎槳講=	
tɕiæ̃	5	將[上～]醬匠=□[(用力)踩：～他一腳]降[下～]絳	
tɕiæ̃	6	匠-像[好～]犟[倔]	
tɕʰiæ̃	1	槍腔羌疆僵	
tɕʰiæ̃	3	搶強[勉～]	
tɕʰiæ̃	5	戧[斜：～對門]	
ɕiæ̃	1	箱廂湘相[～信]襄鑲香鄉	
ɕiæ̃	2	降[投～]	
ɕiæ̃	3	想響享餉	
ɕiæ̃	5	相[～片]象[印～]橡像[繡～]向萫[加作料使(菜餚)味道更好：買點子蔥～菜]	
ɕiæ̃	6	像[好～]	
ȵiæ̃	1	□[茶～子：茶汁儿]	
ȵiæ̃	2	娘	
ȵiæ̃	3	仰□[遊逛]□[抖：～咖點灰]□[讓：～他去搞]□[外露：真開水不響，真財主不～]	
iæ̃	1	央秧殃縈-[把線帶或草繞成團；～毛線]	
iæ̃	2	羊洋烊陽楊瓤螢-[～火蟲]	
iæ̃	3	養癢壤攘嚷	
iæ̃	5	恙樣=	
iæ̃	6	樣-	
kuã	1	關光	
kuã	2	狂	
kuã	3	廣	
kuã	5	慣□[～綠的：很綠]	
kuã	6	摜[撞；摔]□[～綠的：很綠]	
kuã	7	□[～綠的：很綠]	
kʰuã	1	匡筐□[散發(不好的氣味)：飯菜～得餿氣]□[～臭的：很臭]傾-[倒掉：～水]	
kʰuã	3	□[打：～他幾個嘴巴]	
kʰuã	5	曠礦況	
uã	1	彎灣汪豌=	
uã	2	頑玩王忘亡黃-簧-皇-蝗-凰-	
uã	3	晚挽枉往網輞惘魍	
uã	5	旺妄望=萬=	
uã	6	望-萬-橫[～子：床鋪、桌子、窗戶等器物上的橫木條]	
tɕyã	1	莊裝樁贓[坐地分～]	
tɕyã	2	床	
tɕyã	5	壯狀=撰賺=	
tɕyã	6	狀-賺-撞	
tɕʰyã	1	窗	
tɕʰyã	3	闖撞[～數：湊數]	
tɕʰyã	5	創	
ɕyã	1	閂拴栓刪珊雙霜孀	
ɕyã	3	爽	
ɕyã	5	涮	
pən	1	奔崩繃	
pən	2	盆湓彭澎朋棚篷蓬𨂃[急促地走：一起來就往外頭～]弸[～子：布的幅寬]	
pən	3	本□[凸：路面一～起]	
pən	5	笨=蹦	
pən	6	笨-	
pʰən	1	烹噴[～壺]□[～～頭：一種髮型，經吹風吹過後，頭髮邃松高聳]	
mən	1	蚊-蒙[～細的：很細]	
mən	2	門萌盟蒙[～古]	
mən	3	猛蒙[～噠：摀住]懵[～裏～懂]	
mən	5	悶[～熱]文[一～錢]孟夢=	
mən	6	悶[～車，～船]門[～口：跟前；附近]夢-	
fən	1	分芬紛昏婚渾葷	
fən	2	焚墳橫魂餛豶[～豬]	
fən	3	粉	
fən	5	奮糞忿憤噴[～水]份=混=	
fən	6	份-混-	
tən	1	燈登敦墩蹬東冬	
tən	2	騰藤滕謄屯豚囤臀同銅桐筒童瞳	
tən	3	等戥礅[磉～：柱子底下的石礅]董懂抍[舉：把旗幟～高一點]	
tən	5	頓盾遁沌凳瞪鄧=敦[使物體跟地面垂直：把柱子～起]蹾[重重地往下放：輕點子～]凍棟動=洞=	
tən	6	鈍鄧-動-洞-	
tʰən	1	吞飩通	
tʰən	3	隥[～子：臺階兒]震[震動：箇條路不平，車子～得厲害]桶捅[把錢～得荷包裏]□[踩：一腳～死兩隻偷油婆(蟑螂)]□[淌：他臉上的汗水直個～(不停地淌)]統	
tʰən	5	稱[～頭：指擔子兩頭的重量相當]痛疼[～愛]	
tʰən	6	□[蹬：腳一～]□[打：～他幾拳]	
lən	1	□[搓(線)：箇根線～好噠]□[～～子：鈔票]聾	
lən	2	輪倫淪崙論[～語]能龍籠隆農濃膿	
lən	3	冷攏隴壠[用於地名：上大～]	
lən	5	論[討～]嫩=弄怒	
lən	6	嫩-	
lən	7	□[縮：～起個頸根(脖子)]	
tsən	1	尊樽遵蹲曾增僧爭睜箏榛瑧珍真針斟貞偵蒸正[～月]征徵宗棕鬃中忠鐘鍾終盅	
tsən	2	層存橙陳塵沉臣澄[～清]承丞呈成城誠從叢崇松-[～樹]蟲重[～复]	
tsən	3	怎診拯枕整□[趼子]□[絲織品，木頭等因久置而變質]總腫種[～子]塚	
tsən	5	憎贈甑俊竣浚鎮振震疹朕陣=正症證政鄭粽蹤縱皺縐仲中[射～]眾重=[～點]種[～樹]	
tsən	6	澄[～子]捘[按；壓]陣-澄[把水～清]重-	
tsʰən	1	村皴匆蔥聰囪從[～容]充衝舂稱[～呼]撐抻[伸]蟶	
tsʰən	3	□[厲害：真鬧得～唻]□[推：～車子]懲寵	
tsʰən	5	寸襯䟫[～嘴：吵嘴]趁秤稱[～職]牚[～棚：支持]銃衝[氣味濃烈刺鼻：～菜子]	
sən	1	孫生牲笙甥參[人～]身申伸深升聲勝[～任]松=[～香]鬆嵩	
sən	2	荀旬詢循巡神辰晨唇娠乘繩㞞[吝嗇：好～]	
sən	3	省損筍審嬸沈聳慫	
sən	5	遜滲殉慎腎甚葚聖盛胜[～利]剩=送宋誦頌訟□[～白的：很白]	
sən	6	剩-甚[～麼]	
zən	2	人任[姓氏]仁壬	
zən	3	忍	
zən	5	任[～務]妊賃扔認=	
zən	6	認-	
kən	1	根跟更庚耕羹公工攻功弓躬宮恭供[～不應求]	
kən	3	耿哽整[(訓讀)～天子：整天]梗粳[～稻]拱鞏汞凸[(訓讀)]	
kən	5	更[～加]亙貢供=[～養]共=羾[穿越某種障礙：從人堆裏～出來]	
kən	6	共-供-[喫輪～：輪流贍養老人]	
kən	7	□[～黃的：很黃]	
kʰən	1	坑=空[～氣]	
kʰən	3	肯啃[老鼠～過]孔悉	
kʰən	5	控空[～缺]	
kʰən	7	□[～通：象聲詞]	
ŋən	1	恩翁壅[蒙，遮蓋：把被窩～噠腦殼]	
ŋən	3	□[硌：打赤腳走路會～腳]	
ŋən	5	甕壅[掩藏(在心裏)：他～噠笑(暗自發笑)]蕹[～菜]齆[～鼻子]	
ŋən	6	硬嗯[～囉：嘆詞，表應答，贊同]	
ŋən	7	𩑦[(頭)沒入(水中)：把頭～得水缸裏]	
xən	1	亨轟烘哄[一～而散]豐風瘋楓封峰蜂鋒	
xən	2	痕恆衡宏紅洪弘虹=鴻馮逢縫	
xən	3	很狠諷哄[欺～]	
xən	5	恨鳳奉俸	
xən	6	啈[嚇唬：伢子不怕人，你來～一下]哼[～搐～搐：擔驚受怕的樣子]縫[一條～]蕻[～子菜：菜薹]	
pin	1	賓檳殯鑌彬冰兵	
pin	2	貧憑平評萍瓶屏頻蘋	
pin	3	丙秉柄餅禀	
pin	5	並併迸病=鬢	
pin	6	病-	
pʰin	1	拼姘	
pʰin	3	品	
pʰin	5	聘牝	
min	2	民泯閩明萌盟鳴名銘冥緡	
min	3	敏憫皿抿	
min	5	命=□[～甜的：很甜]	
min	6	命-	
tin	1	丁釘[～子]疔汀砧[～板]	
tin	2	亭停廷庭蜓	
tin	3	頂鼎	
tin	5	釘=[～釦子]定=錠=訂=	
tin	6	定-錠-訂-	
tʰin	1	廳聽[～裝：用鍍錫或鍍鋅的鐵皮做成的裝食品、香煙的器具包裝的]	
tʰin	3	艇挺=	
tʰin	5	聽	
lin	1	□[～～子：悄悄地]	
lin	2	林淋臨鄰鱗燐陵菱凌靈鈴玲伶零	
lin	3	領嶺凜廩檀	
lin	5	吝令另=	
lin	6	另-凌[～冰]	
tɕin	1	精睛津晶旌侵斤巾筋京鯨驚擎荊金今襟經兢	
tɕin	2	秦晴情尋勤芹琴禽擒窮穹	
tɕin	3	井儘[他～坐得]緊謹景警頸錦	
tɕin	5	進晉淨靜=盡=[～善～美]浸[～酸的：很酸]勁莖竟境鏡敬禁徑競近=	
tɕin	6	盡-靜-近-噤[顫抖，打哆嗦]	
tɕʰin	1	清青蜻親[～戚]輕欽卿	
tɕʰin	2	請寢	
tɕʰin	3	親[～家]浸[湮：～濕兩張紙]凊[～涼的]顉[～腦殼：點頭]	
ɕin	1	心星新薪辛欣興[～旺]馨兄胸兇	
ɕin	2	形刑型行[～爲]熊雄鱅[～魚：胖頭魚]	
ɕin	3	醒擤□[打：～他兩下]□[蠢：～裏～氣]	
ɕin	5	信訊迅性姓腥[魚有～氣]囟幸杏釁興[高～]行[品～]焮[小火燜飯]嗅-	
tɕʰin	5	慶磬罄[～空的：很空]僅	
ȵin	2	凝寧吟	
ȵin	5	佞	
in	1	因姻殷音陰蔭英鷹鶯鸚櫻嬰纓雍	
in	2	銀=寅蠅迎營淫贏人[美國～；一世～：一輩子]仍戎絨融茸容鎔庸	
in	3	引隱飲影穎魘[夢～子]勇湧甬擁冗	
in	5	印蔭[用於名字]映應𢷍[量：～尺碼]飲[～菜：給菜澆水]用=	
in	6	用-傭	
kuən	3	滾	
kuən	5	棍	
kʰuən	1	昆崑坤	
kʰuən	3	捆	
kʰuən	5	困睏	
uən	1	溫瘟	
uən	2	文=紋聞蚊=	
uən	3	穩吻刎	
uən	5	問=	
uən	6	問-	
tɕyn	1	君軍均鈞諄	
tɕyn	2	群裙瓊	
tɕyn	3	準	
tɕyn	5	窘郡菌=圳[田間通水的小溝]	
tɕyn	6	菌-	
tɕʰyn	1	春傾=	
tɕʰyn	3	蠢頃	
ɕyn	1	熏薰勳	
ɕyn	2	純醇馴	
ɕyn	3	瞬迥	
ɕyn	5	訓舜順=	
ɕyn	6	順-	
yn	2	雲勻榮螢=塋縈=	
yn	3	允尹永隕	
yn	5	韻熨刃泳詠潤=孕=	
yn	6	閏潤-孕-	
pʰən	3	捧	
pʰən	5	碰噴[～香]	
pʰən	6	噴[象聲詞：火一～]	
m̩	1	姆[～媽：媽媽]	
n̩	3	你[～郎家：您老人家]	
